iter	Logloss
286	0.3566656857
287	0.3563760325
288	0.3560115539
289	0.355757361
290	0.3557316744
291	0.3555494746
292	0.3551705015
293	0.3549416038
294	0.3548771821
295	0.3545271908
296	0.3543562176
297	0.3541045721
298	0.3539863844
299	0.3537268088
300	0.35354478
301	0.3533971512
302	0.3533118722
303	0.353154696
304	0.3530942754
305	0.3529217846
306	0.3527118996
307	0.3524346614
308	0.3522247911
309	0.3520014126
310	0.3516755516
311	0.3513470643
312	0.3510660807
313	0.3509568197
314	0.3506466006
315	0.3504205744
316	0.3502781232
317	0.3500789819
318	0.3500503141
319	0.3498105098
320	0.3496972742
321	0.3493577224
322	0.3492071845
323	0.3490995607
324	0.3488487895
325	0.3486374175
326	0.3485079637
327	0.348301972
328	0.3482669741
329	0.3478759493
330	0.3476251484
331	0.3473689845
332	0.3471919065
333	0.3469054328
334	0.3466661743
335	0.3465181784
336	0.3462451614
337	0.3461137693
338	0.3459365539
339	0.3457475413
340	0.3455560529
341	0.3455377378
342	0.3453355476
343	0.3451883899
344	0.3449884694
345	0.3449109009
346	0.3446521476
347	0.3445782663
348	0.3444257619
349	0.3442492987
350	0.3441571948
351	0.344090552
352	0.34388102
353	0.3437502068
354	0.3435673083
355	0.343406972
356	0.3431236386
357	0.3429519497
358	0.3425994344
359	0.3424142755
360	0.3422382303
361	0.342016876
362	0.3417948286
363	0.341700285
364	0.3414791656
365	0.3413853758
366	0.3411250048
367	0.3408774789
368	0.3406907049
369	0.3405075371
370	0.3403540909
371	0.3401131598
372	0.3400114828
373	0.3397742417
374	0.3397089994
375	0.3395521055
376	0.3392556611
377	0.3391337531
378	0.3390537175
379	0.3389294406
380	0.338740245
381	0.338621681
382	0.3384981967
383	0.3384188881
384	0.3382143787
385	0.338149353
386	0.3380672338
387	0.3378476818
388	0.3377225489
389	0.3376259847
390	0.3374238487
391	0.3374039183
392	0.3371831823
393	0.337104197
394	0.3369422406
395	0.3367697941
396	0.3364089443
397	0.3363513589
398	0.3361095018
399	0.3358692226
400	0.3356597403
401	0.3354553806
402	0.3353058291
403	0.3351248586
404	0.3349880489
405	0.334702038
406	0.3345623338
407	0.3344745151
408	0.3341915561
409	0.3340228369
410	0.3338788244
411	0.3338199092
412	0.3337744445
413	0.3335365331
414	0.3334692932
415	0.3333810892
416	0.3333444616
417	0.3331190435
418	0.3330139671
419	0.3329494679
420	0.3329438707
421	0.3329232616
422	0.3328794229
423	0.3328099393
424	0.332729789
425	0.3325397139
426	0.3323945225
427	0.3322249818
428	0.3320456041
429	0.3319676295
430	0.3318563844
431	0.3317594757
432	0.3315590535
433	0.3314634034
434	0.3312561137
435	0.3311424648
436	0.3310693574
437	0.3309512839
438	0.330840216
439	0.3306246654
440	0.3305909892
441	0.3305412467
442	0.3303478558
443	0.3300149572
444	0.3298624883
445	0.3297301907
446	0.3295918105
447	0.3295140266
448	0.329447871
449	0.3293436071
450	0.329204877
451	0.3291403781
452	0.329045665
453	0.3289881963
454	0.3288175905
455	0.3287016093
456	0.3285365876
457	0.3284440185
458	0.3282896007
459	0.3281477358
460	0.3280173521
461	0.327934272
462	0.3277640039
463	0.327685399
464	0.3275793504
465	0.3275364613
466	0.3274671547
467	0.3272104117
468	0.3271775073
469	0.3271331224
470	0.3270240616
471	0.3269844461
472	0.3267478274
473	0.3266434093
474	0.3265625282
475	0.326450769
476	0.3263311386
477	0.3262405907
478	0.3260917546
479	0.3260511732
480	0.3259583072
481	0.3259068512
482	0.3257191414
483	0.3255167163
484	0.3254452169
485	0.3252600614
486	0.3251317137
487	0.3250842116
488	0.3249895523
489	0.3248040284
490	0.3246153224
491	0.3243786294
492	0.3242205056
493	0.3241818577
494	0.3240828013
495	0.3239827245
496	0.3238852202
497	0.3238166985
498	0.3236839928
499	0.3235858595
500	0.3235220909
501	0.3234633739
502	0.3233332119
503	0.3231641445
504	0.3229927606
505	0.3227704668
506	0.3226900903
507	0.3225475389
508	0.3224459003
509	0.3223052883
510	0.3222337717
511	0.3220552547
512	0.3218734663
513	0.3217766543
514	0.3216471834
515	0.3215661732
516	0.3214176029
517	0.3212742932
518	0.3212062654
519	0.3209926455
520	0.3208669682
521	0.3206682151
522	0.3205195953
523	0.3203868736
524	0.3203589845
525	0.3202483512
526	0.3201000921
527	0.320015343
528	0.3198098005
529	0.3197176196
530	0.3196124887
531	0.3194892555
532	0.3193731332
533	0.3193438446
534	0.3191726934
535	0.3191053011
536	0.3189617205
537	0.3187152481
538	0.3185908429
539	0.3185569338
540	0.3184004624
541	0.3183440955
542	0.3182299326
543	0.318186462
544	0.3181195094
545	0.3179125814
546	0.3178393154
547	0.3178279878
548	0.3178151138
549	0.3177057833
550	0.3176079244
551	0.3175666511
552	0.3174400342
553	0.3172774539
554	0.3172197635
555	0.3170730277
556	0.3169786378
557	0.3169479144
558	0.3167063352
559	0.3165987115
560	0.3165077884
561	0.3163026564
562	0.3162140767
563	0.3160511055
564	0.3159645305
565	0.3158407258
566	0.3157830592
567	0.3156846577
568	0.3156229199
569	0.3153212003
570	0.315202511
571	0.3150308793
572	0.3149758447
573	0.3149199263
574	0.3147437676
575	0.3145591149
576	0.3143224709
577	0.314156149
578	0.3140658551
579	0.3140258049
580	0.3137892329
581	0.3137407456
582	0.3136011182
583	0.3135074581
584	0.3134062335
585	0.313299338
586	0.3131195488
587	0.3129184657
588	0.3126143609
589	0.3123383945
590	0.3122351331
591	0.3120735505
592	0.3119037677
593	0.3117503574
594	0.3116552555
595	0.311636179
596	0.3115307716
597	0.3114454994
598	0.3113154201
599	0.3111929434
600	0.3109857009
601	0.3108162059
602	0.3106982883
603	0.3105584786
604	0.3104279675
605	0.3103359671
606	0.3102008677
607	0.3100709449
608	0.3099390828
609	0.3098334474
610	0.3098006953
611	0.3096563826
612	0.3095178511
613	0.3094188071
614	0.3093585583
615	0.3091899759
616	0.3091365036
617	0.3090522294
618	0.3089657722
619	0.3089216621
620	0.3087824584
621	0.30866755
622	0.3086481913
623	0.3085577303
624	0.3084432629
625	0.3083776703
626	0.3082901786
627	0.3081620757
628	0.307992929
629	0.3078918
630	0.3078047633
631	0.3076876626
632	0.3076341667
633	0.3074115095
634	0.3073235708
635	0.3070877078
636	0.3069873964
637	0.3069301046
638	0.3069210707
639	0.3066548642
640	0.3065817543
641	0.3063865134
642	0.3062558483
643	0.3062013199
644	0.3060726747
645	0.3058942379
646	0.3058699828
647	0.3057284862
648	0.3056835038
649	0.3055441276
650	0.3054043441
651	0.3052901432
652	0.3051949589
653	0.3051153515
654	0.3049954744
655	0.3049048616
656	0.3047126671
657	0.3046116872
658	0.3044853142
659	0.3044587607
660	0.3044425847
661	0.304300194
662	0.3042717061
663	0.3042346227
664	0.3041800182
665	0.3040906949
666	0.3038698269
667	0.3036670031
668	0.3036598072
669	0.3035950944
670	0.3035402779
671	0.303417603
672	0.3033668718
673	0.3032610651
674	0.3031165748
675	0.3030614024
676	0.3029470611
677	0.3027313178
678	0.3026708816
679	0.3025566391
680	0.3024221122
681	0.3022347527
682	0.3021279993
683	0.3021140726
684	0.3020111034
685	0.3019668657
686	0.3019145863
687	0.3018180068
688	0.301743748
689	0.3016637219
690	0.301565564
691	0.3011412619
692	0.3010265291
693	0.3010168681
694	0.3008752694
695	0.3007523256
696	0.3006783021
697	0.3005824576
698	0.3003998398
699	0.3003631395
700	0.3003055198
701	0.3002131117
702	0.3000095008
703	0.2999223499
704	0.2997001887
705	0.2994739214
706	0.2994329336
707	0.299383704
708	0.2992561753
709	0.299212833
710	0.2991173936
711	0.2990725597
712	0.2989913511
713	0.2987831326
714	0.2985519596
715	0.2983763701
716	0.2981585102
717	0.29798658
718	0.2979268448
719	0.2976382108
720	0.2975630141
721	0.2974787781
722	0.2974375257
723	0.2972262924
724	0.2970819277
725	0.2969996475
726	0.2968342114
727	0.2967259551
728	0.2966239044
729	0.2965537117
730	0.2964082779
731	0.2963391938
732	0.2961099999
733	0.2960604039
734	0.2959204178
735	0.2958346755
736	0.2955721629
737	0.295481294
738	0.2954208187
739	0.2951767853
740	0.2951352366
741	0.2950861669
742	0.29495686
743	0.2948457055
744	0.294624666
745	0.2945763167
746	0.2945463701
747	0.294384512
748	0.294285751
749	0.2942142644
750	0.2940468972
751	0.2938829681
752	0.2937924631
753	0.2936985294
754	0.2935105667
755	0.2934299736
756	0.2932152409
757	0.2930908981
758	0.2929203571
759	0.2928786981
760	0.2928418829
761	0.2925143839
762	0.2924254592
763	0.2923156052
764	0.2921846978
765	0.2919998167
766	0.2919669559
767	0.2918123131
768	0.2915520408
769	0.291320479
770	0.2911805302
771	0.2908017722
772	0.2907520582
773	0.2906974353
774	0.290551147
775	0.290528713
776	0.2904664863
777	0.2903490616
778	0.2902826954
779	0.290247352
780	0.2901655252
781	0.2899080731
782	0.2898239269
783	0.289799223
784	0.2897231092
785	0.2896162631
786	0.289467387
787	0.2893856094
788	0.2892322965
789	0.2890058558
790	0.2886720004
791	0.2885595927
792	0.2884934245
793	0.2883044128
794	0.2879774176
795	0.2879117904
796	0.2878793611
797	0.2877986586
798	0.2876998399
799	0.2875898311
800	0.2874094223
801	0.2873709304
802	0.2872665923
803	0.287169142
804	0.2869788015
805	0.2868212286
806	0.2867770252
807	0.2865460879
808	0.2863183165
809	0.2862223518
810	0.2861498556
811	0.2861231065
812	0.2860432498
813	0.2858425306
814	0.285834455
815	0.2856784997
816	0.2856266246
817	0.2854477132
818	0.2853246976
819	0.2851945906
820	0.2851629349
821	0.2850839036
822	0.2849412866
823	0.2848495332
824	0.2848149748
825	0.2847449104
826	0.2846128125
827	0.2845718011
828	0.2843145825
829	0.2841534474
830	0.2840439286
831	0.2839845978
832	0.2836627577
833	0.2836121685
834	0.2834242197
835	0.2833019301
836	0.2832104216
837	0.2831421276
838	0.28296238
839	0.2827655932
840	0.2826964722
841	0.2823674045
842	0.2823251194
843	0.282197413
844	0.2821324771
845	0.2819873984
846	0.2819066292
847	0.2817472123
848	0.2817217032
849	0.2815900126
850	0.2815061018
851	0.2812937834
852	0.2811806001
853	0.2810958331
854	0.2810327701
855	0.2809664554
856	0.2806896021
857	0.2806389086
858	0.2804820302
859	0.2803535516
860	0.2802119675
861	0.2800976612
862	0.2800230966
863	0.279948423
864	0.2797895646
865	0.2794005768
866	0.2792282905
867	0.2791752186
868	0.2790712798
869	0.2790187322
870	0.2789617848
871	0.278894198
872	0.2787747559
873	0.278507201
874	0.2783163622
875	0.2782483845
876	0.2781341976
877	0.2778447336
878	0.2775886756
879	0.277230158
880	0.2769049456
881	0.2766926909
882	0.27664061
883	0.2763521114
884	0.2761640841
885	0.2760379069
886	0.2758081853
887	0.2756503989
888	0.2755791269
889	0.2753467735
890	0.2752755056
891	0.2751390564
892	0.2749109841
893	0.2748782075
894	0.2747521967
895	0.2746390904
896	0.2745107705
897	0.2744067172
898	0.2743218465
899	0.2742196432
900	0.2741173994
901	0.2739599438
902	0.2738495113
903	0.2738053471
904	0.273562824
905	0.2733075651
906	0.2730351099
907	0.2729639947
908	0.2727188684
909	0.2726962735
910	0.272582658
911	0.2722673535
912	0.2721276978
913	0.2720671543
914	0.2720275679
915	0.2719976373
916	0.2718285529
917	0.2716354338
918	0.2713790277
919	0.2712177028
920	0.2708876457
921	0.2707691051
922	0.2707331424
923	0.2706463398
924	0.2704170807
925	0.2701424571
926	0.2699907098
927	0.2697121351
928	0.2696752571
929	0.2695924452
930	0.2695144891
931	0.2692191102
932	0.2688769923
933	0.2687543938
934	0.2686567568
935	0.2685837698
936	0.2682894004
937	0.2681866059
938	0.2680451439
939	0.2679038533
940	0.2678237148
941	0.2677809298
942	0.2675122312
943	0.2674363947
944	0.2672086879
945	0.2669818331
946	0.2668455292
947	0.2666581871
948	0.2665328892
949	0.2662406972
950	0.2659444631
951	0.265811805
952	0.2656970109
953	0.2654877713
954	0.2654696229
955	0.2653684538
956	0.2651337186
957	0.2649379964
958	0.2648376622
959	0.2643846713
960	0.2642680391
961	0.264208737
962	0.2640446921
963	0.2637963674
964	0.2637821849
965	0.263514551
966	0.2633863773
967	0.2632886054
968	0.2630548532
969	0.2629072174
970	0.2628259325
971	0.2627220195
972	0.2624794111
973	0.2624123816
974	0.2623067457
975	0.2621096575
976	0.2619959722
977	0.2619471104
978	0.2618211627
979	0.2617498652
980	0.2615936808
981	0.2615277293
982	0.2615041018
983	0.2614382411
984	0.2613961664
985	0.2613494896
986	0.2612518698
987	0.2611587415
988	0.2609978936
989	0.2608077539
990	0.2607145506
991	0.260443179
992	0.2602111801
993	0.2601857638
994	0.2599078443
995	0.2598514293
996	0.2597812301
997	0.2596916281
998	0.2594635788
999	0.2594261788
